timestamp,device_id,location,temperature,humidity,vibration_level,inventory_status,stock_quantity,order_id,order_placed_date,expected_delivery_date,actual_delivery_date,supplier_id,supplier_rating,logistics_partner,shipment_status,social_media_feed,news_alert,weather_condition,system_log_message,manual_risk_label
2024-01-16 03:04:22,sensor_8,Port_B,26.29,53.15,0.31,in-stock,285,ORD6038,2024-01-08 03:04:22,2024-01-17 03:04:22,2024-01-26 03:04:22,SUP_130,2.3,DHL,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-01-12 11:31:07,sensor_5,Hub_C,23.36,41.38,3.56,in-stock,384,ORD3060,2025-01-05 11:31:07,2025-01-16 11:31:07,2025-01-12 11:31:07,SUP_170,2.71,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-02-13 20:33:08,sensor_39,Port_B,26.48,52.61,0.01,in-stock,455,ORD4470,2025-01-31 20:33:08,2025-02-15 20:33:08,2025-02-15 20:33:08,SUP_191,2.94,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-10-17 01:03:45,sensor_29,Hub_C,19.52,59.15,0.42,in-stock,314,ORD8397,2024-10-11 01:03:45,2024-10-19 01:03:45,2024-10-18 01:03:45,SUP_128,3.08,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-01-17 08:06:25,sensor_38,Hub_C,20.28,64.04,5.35,in-stock,51,ORD4770,2024-01-03 08:06:25,2024-01-19 08:06:25,2024-01-17 08:06:25,SUP_100,3.79,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-05-05 04:36:42,sensor_4,Warehouse_A,21.21,54.57,9.14,in-stock,186,ORD2104,2025-04-30 04:36:42,2025-05-08 04:36:42,2025-05-07 04:36:42,SUP_109,3.01,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-01-12 00:46:55,sensor_14,Hub_C,24.04,53.02,0.23,in-stock,171,ORD3167,2024-12-29 00:46:55,2025-01-17 00:46:55,2025-01-13 00:46:55,SUP_160,3.21,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-11-12 04:08:51,sensor_13,Warehouse_A,21.19,51.69,0.69,in-stock,400,ORD2588,2024-10-28 04:08:51,2024-11-16 04:08:51,2024-11-15 04:08:51,SUP_145,2.47,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-12-28 17:58:14,sensor_47,Warehouse_A,32.03,63.92,1.15,in-stock,239,ORD2612,2024-12-23 17:58:14,2025-01-01 17:58:14,2025-01-02 17:58:14,SUP_193,1.6,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-12 03:17:24,sensor_13,Warehouse_A,34.67,50.81,2.93,in-stock,251,ORD9786,2024-06-30 03:17:24,2024-07-14 03:17:24,2024-07-15 03:17:24,SUP_154,1.07,FedEx,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-12-25 08:00:44,sensor_16,Warehouse_A,17.25,50.69,1.55,in-stock,307,ORD8260,2024-12-12 08:00:44,2024-12-26 08:00:44,2025-01-09 08:00:44,SUP_106,2.59,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-02 14:25:59,sensor_11,Port_B,31.24,50.66,1.69,in-stock,440,ORD8956,2024-06-20 14:25:59,2024-07-04 14:25:59,2024-07-02 14:25:59,SUP_151,4.7,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-10-21 08:34:15,sensor_1,Port_B,23.22,55.56,1.62,in-stock,345,ORD5345,2024-10-09 08:34:15,2024-10-24 08:34:15,2024-11-10 08:34:15,SUP_154,3.07,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-27 11:57:10,sensor_19,Warehouse_A,25.31,55.02,3.21,low,8,ORD1958,2024-05-13 11:57:10,2024-06-01 11:57:10,2024-05-27 11:57:10,SUP_107,3.8,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-02-08 22:43:15,sensor_38,Port_B,25.54,51.06,0.78,in-stock,160,ORD9238,2024-01-26 22:43:15,2024-02-10 22:43:15,2024-02-10 22:43:15,SUP_107,1.34,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-02-23 05:19:48,sensor_39,Warehouse_A,26.47,42.86,0.01,in-stock,383,ORD4853,2024-02-12 05:19:48,2024-02-24 05:19:48,2024-02-24 05:19:48,SUP_172,2.94,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-04-06 18:38:25,sensor_3,Hub_C,25.75,49.84,0.29,in-stock,67,ORD2343,2025-03-26 18:38:25,2025-04-11 18:38:25,2025-04-06 18:38:25,SUP_172,2.3,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-06-07 15:40:02,sensor_43,Hub_C,28.85,62.68,2.84,in-stock,400,ORD6147,2024-05-30 15:40:02,2024-06-10 15:40:02,2024-06-08 15:40:02,SUP_150,3.17,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-08-21 00:21:03,sensor_30,Port_B,36.37,51.47,0.43,in-stock,157,ORD2188,2024-08-16 00:21:03,2024-08-25 00:21:03,2024-09-10 00:21:03,SUP_179,2.57,DHL,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-21 14:13:54,sensor_14,Hub_C,26.38,58.27,2.38,in-stock,285,ORD5345,2025-02-14 14:13:54,2025-02-24 14:13:54,2025-02-23 14:13:54,SUP_108,3.68,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-09 08:33:00,sensor_11,Port_B,23.13,55.04,1.04,low,3,ORD9900,2024-07-31 08:33:00,2024-08-14 08:33:00,2024-08-09 08:33:00,SUP_183,3.58,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-03-06 18:32:09,sensor_20,Hub_C,24.38,57.4,5.1,in-stock,98,ORD2697,2025-02-27 18:32:09,2025-03-09 18:32:09,2025-03-26 18:32:09,SUP_114,1.3,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-03-05 16:50:10,sensor_10,Port_B,20.25,44.03,0.47,in-stock,322,ORD5616,2025-02-19 16:50:10,2025-03-07 16:50:10,2025-03-05 16:50:10,SUP_191,3.23,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-05-07 15:03:08,sensor_17,Hub_C,25.87,53.85,1.27,in-stock,279,ORD9004,2025-04-28 15:03:08,2025-05-08 15:03:08,2025-05-07 15:03:08,SUP_111,3.68,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-02-04 05:50:12,sensor_1,Port_B,18.47,42.49,0.52,in-stock,473,ORD3143,2024-01-20 05:50:12,2024-02-07 05:50:12,2024-02-07 05:50:12,SUP_120,3.79,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-11-28 04:39:43,sensor_36,Warehouse_A,20.2,63.82,0.52,in-stock,246,ORD2832,2024-11-22 04:39:43,2024-11-30 04:39:43,2024-11-29 04:39:43,SUP_169,2.02,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-28 10:45:55,sensor_36,Warehouse_A,21.34,51.95,0.01,low,35,ORD8041,2025-03-21 10:45:55,2025-03-29 10:45:55,2025-04-02 10:45:55,SUP_139,3.6,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-10-04 22:02:51,sensor_14,Hub_C,29.77,56.51,3.31,in-stock,470,ORD5088,2024-09-19 22:02:51,2024-10-05 22:02:51,2024-10-04 22:02:51,SUP_145,3.32,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-04-30 01:04:58,sensor_16,Warehouse_A,34.45,43.24,0.6,in-stock,185,ORD3900,2024-04-19 01:04:58,2024-05-01 01:04:58,2024-05-02 01:04:58,SUP_122,2.15,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-11 18:10:21,sensor_18,Warehouse_A,22.93,50.8,0.06,in-stock,325,ORD2771,2024-06-30 18:10:21,2024-07-12 18:10:21,2024-07-12 18:10:21,SUP_160,3.15,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-12-23 12:40:27,sensor_23,Port_B,29.83,44.89,0.48,in-stock,107,ORD4728,2024-12-15 12:40:27,2024-12-24 12:40:27,2024-12-25 12:40:27,SUP_184,1.34,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-09-11 23:14:46,sensor_18,Warehouse_A,25.23,43.48,1.17,in-stock,310,ORD5573,2024-09-01 23:14:46,2024-09-16 23:14:46,2024-09-11 23:14:46,SUP_151,1.53,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-03-30 14:07:33,sensor_17,Warehouse_A,24.46,45.14,0.85,in-stock,57,ORD5349,2024-03-25 14:07:33,2024-03-31 14:07:33,2024-03-30 14:07:33,SUP_176,1.1,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-31 15:22:08,sensor_28,Hub_C,21.14,66.61,0.29,low,0,ORD9379,2024-08-25 15:22:08,2024-09-04 15:22:08,2024-09-01 15:22:08,SUP_173,1.96,FedEx,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-02-04 11:25:29,sensor_46,Port_B,25.92,55.78,1.09,in-stock,191,ORD1027,2024-01-22 11:25:29,2024-02-09 11:25:29,2024-02-06 11:25:29,SUP_187,3.45,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-11-30 23:57:58,sensor_5,Hub_C,17.4,45.16,0.66,in-stock,484,ORD6409,2024-11-16 23:57:58,2024-12-03 23:57:58,2024-11-30 23:57:58,SUP_184,2.37,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-08-21 06:24:46,sensor_33,Port_B,28.5,56.0,0.64,in-stock,253,ORD7691,2024-08-11 06:24:46,2024-08-25 06:24:46,2024-08-22 06:24:46,SUP_189,2.59,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-04-08 20:48:59,sensor_13,Port_B,32.72,63.23,0.07,in-stock,222,ORD7211,2024-03-24 20:48:59,2024-04-10 20:48:59,2024-04-08 20:48:59,SUP_178,4.73,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-01 14:17:23,sensor_1,Port_B,40.94,50.84,1.73,low,15,ORD5700,2025-02-21 14:17:23,2025-03-05 14:17:23,2025-03-01 14:17:23,SUP_174,3.57,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-12-09 03:29:17,sensor_29,Hub_C,25.35,46.15,4.23,in-stock,151,ORD4501,2024-11-26 03:29:17,2024-12-13 03:29:17,2024-12-12 03:29:17,SUP_194,3.29,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-03-06 20:42:12,sensor_19,Hub_C,26.13,47.29,2.58,in-stock,267,ORD6491,2024-02-29 20:42:12,2024-03-08 20:42:12,2024-03-07 20:42:12,SUP_186,4.84,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-06-03 16:03:03,sensor_10,Warehouse_A,22.57,52.08,0.58,in-stock,409,ORD1757,2024-05-26 16:03:03,2024-06-07 16:03:03,2024-06-06 16:03:03,SUP_178,2.36,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-11-17 21:44:25,sensor_41,Hub_C,24.86,32.84,1.77,in-stock,113,ORD4185,2024-11-06 21:44:25,2024-11-21 21:44:25,2024-11-19 21:44:25,SUP_151,4.51,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-01-05 07:21:46,sensor_49,Warehouse_A,29.06,56.3,0.5,in-stock,393,ORD7965,2023-12-28 07:21:46,2024-01-07 07:21:46,2024-01-06 07:21:46,SUP_189,3.27,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-03-08 22:47:49,sensor_16,Warehouse_A,33.05,55.28,0.2,in-stock,496,ORD8478,2025-03-01 22:47:49,2025-03-12 22:47:49,2025-03-13 22:47:49,SUP_185,2.36,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-04-20 20:40:01,sensor_47,Hub_C,32.76,45.6,2.11,in-stock,360,ORD7991,2025-04-07 20:40:01,2025-04-24 20:40:01,2025-04-21 20:40:01,SUP_120,3.14,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-07-20 07:40:50,sensor_49,Warehouse_A,12.72,49.23,0.53,low,18,ORD5543,2024-07-07 07:40:50,2024-07-24 07:40:50,2024-07-21 07:40:50,SUP_180,1.04,FedEx,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-12-07 15:49:10,sensor_5,Hub_C,26.62,48.7,4.51,in-stock,338,ORD5681,2024-11-29 15:49:10,2024-12-10 15:49:10,2024-12-08 15:49:10,SUP_142,1.33,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-03-03 14:04:35,sensor_9,Warehouse_A,26.01,41.95,1.21,in-stock,468,ORD4788,2024-02-21 14:04:35,2024-03-05 14:04:35,2024-03-08 14:04:35,SUP_190,4.17,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-11-18 05:41:53,sensor_27,Port_B,21.5,49.91,1.2,in-stock,132,ORD9890,2024-11-06 05:41:53,2024-11-22 05:41:53,2024-11-21 05:41:53,SUP_107,3.18,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-10-29 12:22:26,sensor_50,Hub_C,29.44,54.96,3.02,in-stock,229,ORD1320,2024-10-15 12:22:26,2024-11-02 12:22:26,2024-10-29 12:22:26,SUP_161,3.8,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-19 22:32:35,sensor_49,Port_B,22.64,52.32,0.13,in-stock,338,ORD7865,2024-08-06 22:32:35,2024-08-24 22:32:35,2024-08-21 22:32:35,SUP_177,4.45,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-06-19 10:18:56,sensor_18,Port_B,23.41,54.58,3.57,in-stock,300,ORD8956,2024-06-14 10:18:56,2024-06-23 10:18:56,2024-06-24 10:18:56,SUP_143,2.51,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-05-08 04:39:24,sensor_30,Warehouse_A,14.81,65.7,3.55,low,38,ORD9751,2024-05-03 04:39:24,2024-05-12 04:39:24,2024-05-09 04:39:24,SUP_175,2.01,DHL,in-transit,Severe disruption warning,Port shutdown due to strike,storm,Critical error detected,2
2024-11-28 21:55:16,sensor_9,Port_B,32.22,30.85,2.03,in-stock,455,ORD3977,2024-11-23 21:55:16,2024-12-01 21:55:16,2024-11-28 21:55:16,SUP_148,3.6,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-12-19 04:12:35,sensor_21,Port_B,27.6,65.33,4.91,in-stock,190,ORD7211,2024-12-10 04:12:35,2024-12-23 04:12:35,2024-12-20 04:12:35,SUP_132,1.33,DHL,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-01-16 01:19:50,sensor_48,Hub_C,12.18,61.43,2.43,in-stock,172,ORD1853,2024-01-06 01:19:50,2024-01-18 01:19:50,2024-02-05 01:19:50,SUP_183,1.17,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-02-01 06:27:57,sensor_49,Warehouse_A,25.35,59.84,7.44,in-stock,228,ORD5051,2024-01-24 06:27:57,2024-02-02 06:27:57,2024-02-01 06:27:57,SUP_179,3.78,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-04-08 00:55:46,sensor_31,Hub_C,21.49,40.33,8.22,in-stock,53,ORD2874,2024-03-25 00:55:46,2024-04-10 00:55:46,2024-04-10 00:55:46,SUP_159,4.6,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-10 07:48:58,sensor_39,Hub_C,35.95,41.92,0.49,in-stock,347,ORD2876,2024-05-03 07:48:58,2024-05-13 07:48:58,2024-05-12 07:48:58,SUP_113,2.55,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-23 05:37:44,sensor_44,Port_B,21.22,41.25,0.67,in-stock,227,ORD7498,2025-03-15 05:37:44,2025-03-24 05:37:44,2025-04-12 05:37:44,SUP_175,3.79,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-08-22 05:54:31,sensor_44,Hub_C,15.44,53.62,2.52,in-stock,219,ORD2983,2024-08-08 05:54:31,2024-08-23 05:54:31,2024-08-22 05:54:31,SUP_144,1.53,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-14 19:56:30,sensor_5,Hub_C,33.42,32.7,3.77,low,9,ORD6590,2024-10-09 19:56:30,2024-10-18 19:56:30,2024-10-29 19:56:30,SUP_162,4.46,DHL,delayed,Severe disruption warning,Port shutdown due to strike,storm,Critical error detected,2
2024-10-08 07:40:27,sensor_41,Port_B,30.9,45.31,6.55,in-stock,176,ORD3506,2024-09-27 07:40:27,2024-10-10 07:40:27,2024-10-09 07:40:27,SUP_193,4.0,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-22 00:16:12,sensor_50,Port_B,30.77,46.25,1.26,in-stock,416,ORD8616,2025-02-11 00:16:12,2025-02-27 00:16:12,2025-02-23 00:16:12,SUP_134,2.66,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-03-08 07:30:48,sensor_18,Port_B,24.46,49.45,3.0,in-stock,464,ORD4995,2024-02-25 07:30:48,2024-03-13 07:30:48,2024-03-10 07:30:48,SUP_178,4.0,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-01-23 07:00:24,sensor_32,Port_B,25.83,58.08,1.94,in-stock,201,ORD3979,2024-01-11 07:00:24,2024-01-25 07:00:24,2024-01-28 07:00:24,SUP_145,1.99,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-05 05:12:43,sensor_39,Hub_C,19.66,48.58,4.62,in-stock,204,ORD5526,2024-07-23 05:12:43,2024-08-06 05:12:43,2024-08-05 05:12:43,SUP_166,4.51,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-06 11:12:10,sensor_47,Port_B,7.61,47.32,2.67,in-stock,305,ORD9004,2024-06-23 11:12:10,2024-07-08 11:12:10,2024-07-16 11:12:10,SUP_188,3.21,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-01-16 05:34:22,sensor_29,Warehouse_A,30.13,51.66,0.77,in-stock,111,ORD2524,2025-01-07 05:34:22,2025-01-18 05:34:22,2025-01-17 05:34:22,SUP_151,2.68,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-27 16:58:54,sensor_24,Port_B,27.97,62.13,2.45,in-stock,102,ORD9698,2025-03-17 16:58:54,2025-03-31 16:58:54,2025-03-27 16:58:54,SUP_195,1.06,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-12-18 10:25:29,sensor_18,Port_B,30.29,32.41,0.75,in-stock,346,ORD5118,2024-12-10 10:25:29,2024-12-19 10:25:29,2024-12-18 10:25:29,SUP_192,3.91,FedEx,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-04-02 20:39:42,sensor_48,Hub_C,14.85,69.61,3.62,low,29,ORD4033,2024-03-25 20:39:42,2024-04-04 20:39:42,2024-04-04 20:39:42,SUP_194,4.45,BlueDart,delayed,Severe disruption warning,Port shutdown due to strike,storm,Critical error detected,2
2025-04-02 22:41:47,sensor_49,Hub_C,24.93,57.96,0.45,in-stock,471,ORD5636,2025-03-27 22:41:47,2025-04-04 22:41:47,2025-04-02 22:41:47,SUP_137,3.48,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-19 09:01:58,sensor_20,Warehouse_A,19.26,43.98,1.3,in-stock,458,ORD9751,2024-05-12 09:01:58,2024-05-22 09:01:58,2024-05-19 09:01:58,SUP_105,1.52,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-08-14 21:49:18,sensor_45,Warehouse_A,26.83,40.6,0.3,in-stock,183,ORD9042,2024-08-08 21:49:18,2024-08-15 21:49:18,2024-08-15 21:49:18,SUP_173,4.5,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-01-06 19:52:46,sensor_29,Port_B,27.34,50.15,1.38,in-stock,50,ORD4020,2025-01-01 19:52:46,2025-01-09 19:52:46,2025-01-06 19:52:46,SUP_161,1.68,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-11-07 05:43:41,sensor_32,Warehouse_A,20.92,44.41,0.14,low,0,ORD1878,2024-10-31 05:43:41,2024-11-09 05:43:41,2024-11-09 05:43:41,SUP_172,2.42,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-11 18:36:53,sensor_8,Hub_C,18.91,38.4,0.15,low,46,ORD7818,2024-06-27 18:36:53,2024-07-16 18:36:53,2024-07-13 18:36:53,SUP_179,1.33,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-22 10:45:37,sensor_29,Port_B,24.44,47.79,2.46,in-stock,112,ORD5871,2024-10-08 10:45:37,2024-10-26 10:45:37,2024-10-24 10:45:37,SUP_139,4.95,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-03-18 01:50:52,sensor_49,Warehouse_A,29.0,50.69,0.4,low,27,ORD4457,2024-03-09 01:50:52,2024-03-19 01:50:52,2024-03-19 01:50:52,SUP_120,2.85,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-03-04 17:52:52,sensor_5,Warehouse_A,29.26,40.12,3.38,in-stock,237,ORD1043,2025-02-21 17:52:52,2025-03-08 17:52:52,2025-03-07 17:52:52,SUP_188,1.12,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-01-26 08:27:03,sensor_15,Port_B,23.21,59.02,0.76,in-stock,191,ORD5632,2024-01-14 08:27:03,2024-01-27 08:27:03,2024-01-26 08:27:03,SUP_187,2.51,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
